piece,set_ID
1,71023: 
1,71023: 
1,71023: 
1,71023: 
1,71023: 
1,71023: 
1,71023: 
,71023: 
,71023: 
,71024: 
,71024: 
,71024: 
,71024: 
,71024: 
,71024: 
,71024: 
,71024: 
,71024: 
,71024: 
,71024: 
,71024: 
,71024: 
,71024: 
,71024: 
,71024: 
,71024: 
,71024: 
,71024: 
,71024: 
,71024: 
,71044: 
62,75223: 
92,75224: 
109,75225: 
118,75226: 
327,75227: 
177,75228: 
329,75229: 
389,75233: 
689,75234: 
132,75235: 
191,75236: 
77,75237: 
193,75238: 
235,75239: 
496,75240: 
504,75241: 
396,75242: 
1007,75243: 
1768,75244: 
,75245: 
,75246: 
62,75247: 
,75248: 
,75249: 
,75250: 
1060,75251: 
,75252: 
6,75253: 
,75254: 
,75255: 
,75256: 
,75257: 
279,75258: 
309,75259: 
250,75261: 
125,75262: 
2287,75810: 
198,75890: 
198,75891: 
219,75892: 
478,75893: 
481,75894: 
,75895: 
168,75934: 
434,75935: 
31,75936: 
447,75937: 
716,75938: 
121,75945: 
265,75946: 
496,75947: 
922,75948: 
403,75957: 
,75958: 
,75964: 
,75965: 
,75966: 
,75967: 
129,75970: 
197,75971: 
419,75972: 
455,75973: 
602,75974: 
730,75975: 
235,76113: 
418,76114: 
604,76115: 
174,76116: 
375,76117: 
,76118: 
,76119: 
,76120: 
,76122: 
167,76123: 
362,76124: 
524,76125: 
838,76126: 
307,76127: 
,76128: 
,76129: 
504,76130: 
699,76131: 
52,76133: 
150,76134: 
,76137: 
,76138: 
,76139: 
615,80101: 
622,80102: 
643,80103: 
1,81000: 
,81001: 
,81002: 
,81003: 
,88006: 
,88007: 
,88008: 
,88009: 
,88010: 
,88011: 
,111901: 
,121903: 
,211901: 
,211902: 
,211903: 
,471905: 
,471906: 
,561901: 
,561902: 
,561903: 
,561904: 
,561905: 
4,853865: 
3,853866: 
,853867: 
,853868: 
,853869: 
,853870: 
,853871: 
,853872: 
,853873: 
,853874: 
,853875: 
,853876: 
,853877: 
,853878: 
,853879: 
,853880: 
,853881: 
,853882: 
,853883: 
,853886: 
,853889: 
,853891: 
,853892: 
,853893: 
,853894: 
More,853899: 
,853900: 
,853901: 
,853902: 
,853903: 
,853904: 
,853905: 
,853906: 
,853910: 
,853912: 
,853913: 
,853914: 
,853915: 
,853918: 
,853919: 
,853920: 
,853921: 
,853922: 
,853946: 
,853947: 
,853948: 
,853949: 
,853950: 
,853951: 
,853952: 
,853953: 
,853954: 
,853955: 
,853956: 
1,853958: 
,853960: 
,853963: 
,891945: 
,891946: 
,891947: 
,891948: 
,891949: 
,891950: 
,891951: 
,911944: 
,911945: 
,911946: 
,911947: 
,911948: 
,951901: 
,951902: 
,951903: 
,951904: 
,951905: 
,2000455: 
,2000456: 
,3850072: 
,4000034: 
,5005614: 
,5005698: 
,5005699: 
,5005700: 
,5005701: 
,5005703: 
,5005733: 
,5005734: 
,5005735: 
,5005736: 
,5005737: 
,5005738: 
,5005739: 
,5005740: 
,5005741: 
,5005761: 
,5005762: 
,5005763: 
,5005765: 
,5005775: 
,5005777: 
,5005818: 
,5005819: 
,5005820: 
,5005821: 
,5005822: 
,5005823: 
,5005824: 
,5005825: 
,5005827: 
,5005828: 
,5005829: 
,5005830: 
,5005834: 
,5005836: 
,5005838: 
,5005842: 
,5005843: 
,5005844: 
,5005846: 
,5005877: 
,5005881: 
,5005885: 
,5005887: 
,5005888: 
,5005907: 
,6244853: 
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1,
,
1,
